total_score,technology_score,experience_score,company_score,role_score,match_level,required_skills,preferred_skills,technologies_mentioned,experience_requirement,location,remote_friendly,company_type,application_recommendation,reasoning,skill_gaps,growth_potential,job_title,company_name,job_url,processed_at,should_apply,fallback_used
72,35.0,10,20,7.0,good,"['Apache Spark', 'AWS Glue', 'AWS Hive', 'CloudERA Glue']","['DBT', 'Databricks', 'Kafka', 'Snowflake']","['Apache Spark', 'AWS Glue', 'AWS Hive', 'CloudERA Glue', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'Python', 'SQL', 'Bash', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'GCP', 'REST APIs', 'JSON', 'XML', 'Jenkins', 'Kubernetes']",3-8 years,Bengaluru,False,enterprise,recommend,"Kaustubh has a good foundation in data engineering with relevant experience and skills.  The total score of 72 falls within the 'good' range for a 2-year experienced candidate. The technology score is decent, although a few listed technologies like Apache Spark are only mentioned, not detailed in the job description.   His experience is a 'good match' (10 points) rather than a 'perfect match' because the job posting seeks 3-8 years of experience. The company is a large enterprise (Accenture), which is not ideal for rapid growth but still a reputable employer.  The job description is vague.  The location is acceptable, but the lack of remote option is a drawback. Considering these factors, applying is recommended, but Kaustubh should highlight his skills and experience with the listed technologies in the job posting to offset the experience gap. ","['Hadoop', 'Detailed knowledge of Apache Spark, AWS Glue, AWS Hive, CloudERA Glue']",medium,Data Engineer,Accenture,,1753027924.3417978,True,
72,34.0,10,18,10.0,good,"['SQL', 'SSIS']","['Apache Spark', 'GCP', 'Python', 'Hadoop', 'Data Validation', 'ETL Development']","['SQL', 'SSIS', 'GCP', 'Spark', 'Hadoop', 'Informix', 'Db2']",5-10 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,Product/Service (needs more information),recommend,"Kaustubh has a good skillset that partially aligns with the job description.  His experience level (2 years) is significantly below the requirement (5-10 years), which heavily impacts the experience score. However, his skills in Python, SQL, AWS, GCP and CI/CD are valuable assets. The job posting's emphasis on SSIS and specific database technologies (Db2, Informix) are areas where he lacks deep experience. The remote-friendly aspect and Bangalore location preference improve his overall score. While the job description is slightly vague, the required skills highlight a heavier emphasis on traditional ETL than the modern big data tools Kaustubh excels in.  Overall, he should consider applying, but should highlight his transferable skills and showcase his quick learning abilities.","['SSIS (limited experience)', 'Db2', 'Informix', 'Hadoop (limited experience)', 'Experience gap (requires highlighting transferable skills)']",medium,Data Engineer,Virtualware Innovations,,1753027928.018492,True,
70,37.0,10,15,8.0,good,"['Python', 'SQL', 'ETL Development', 'RDBMS']","['Apache Airflow', 'AWS S3', 'AWS Lambda', 'PostgreSQL', 'CI/CD Pipelines']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes']",5-6 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,enterprise,recommend,"Kaustubh has a good skillset overlap with the job requirements.  His 2 years of experience is a slight mismatch with the job posting's 5-6 years requirement (scoring only 10 points in the experience category). However, his strong foundation in Python, SQL, AWS services (S3, Lambda), CI/CD, and ETL processes makes him a viable candidate.  The remote-friendly aspect adds value. The job description lacks specifics on the company itself, so it's impossible to score it higher on company type. While CCS technologies is unlikely a startup/growth company,  the remote option boosts the score. His skills in Airflow and Great Expectations are valuable assets. The skill gap lies mainly in the experience level and potentially needing to upskill in some of the big data tools (Spark, Hadoop, Kafka)  mentioned implicitly in the job description but not specifically listed. ","['Spark', 'Hadoop', 'Kafka', 'Experience']",medium,Data Engineer,CCS technologies,,1753027932.532777,True,
70,34.0,10,16,10.0,good,"['Python', 'SQL', 'Databricks', 'Spark']","['Scala', 'Airflow', 'Kafka', 'DBT']","['Databricks', 'Scala', 'SQL', 'Python', 'Airflow', 'AWS S3', 'AWS Lambda', 'AWS EC2', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'Jenkins', 'Kubernetes', 'PostgreSQL', 'MySQL', 'Oracle DB', 'Bash']",5-7 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh has a good foundation in several relevant technologies.  His experience with Python, SQL, Bash, Airflow, Jenkins, AWS services, and various databases is valuable.  However, the job posting requires 5-7 years of experience, significantly exceeding his 2 years. This is reflected in the low experience score. His familiarity with GCP and some cloud-related skills is a plus.  The strong skills in ETL (Great Expectations), Data Validation, and CI/CD are positive aspects. The role's remote-friendly nature and Kaustubh's location preference align well.  The company is a product company which is also a plus.  Although the experience gap is significant, his strong skill set in several core areas makes him a candidate worth considering.  Focusing on quickly upskilling in Databricks and Spark will substantially improve his chances. ","['Scala', 'Experience (3-5 years)', 'Databricks (extensive experience)', 'Kafka', 'DBT']",high,Databricks Data Engineer,Upteam,,1753027936.5759318,True,
72,35.0,10,20,7.0,good,"['Apache Spark', 'AWS Glue', 'AWS Hive', 'CloudERA Glue']","['DBT', 'Databricks', 'Kafka', 'Snowflake']","['Apache Spark', 'AWS Glue', 'AWS Hive', 'CloudERA Glue', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'Python', 'SQL', 'Bash', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'GCP', 'REST APIs', 'JSON', 'XML', 'Jenkins', 'Kubernetes']",3-8 years,Bengaluru,False,enterprise,recommend,"Kaustubh has a good foundation in data engineering with relevant experience and skills.  The total score of 72 falls within the 'good' range for a 2-year experienced candidate. The technology score is decent, although a few listed technologies like Apache Spark are only mentioned, not detailed in the job description.   His experience is a 'good match' (10 points) rather than a 'perfect match' because the job posting seeks 3-8 years of experience. The company is a large enterprise (Accenture), which is not ideal for rapid growth but still a reputable employer.  The job description is vague.  The location is acceptable, but the lack of remote option is a drawback. Considering these factors, applying is recommended, but Kaustubh should highlight his skills and experience with the listed technologies in the job posting to offset the experience gap. ","['Hadoop', 'Detailed knowledge of Apache Spark, AWS Glue, AWS Hive, CloudERA Glue']",medium,Data Engineer,Accenture,,1753027924.3417978,True,
72,34.0,10,20,8.0,good,"['SQL', 'AWS', 'DBT']","['Airflow', 'Python']","['SQL', 'AWS', 'DBT', 'Airflow', 'Snowflake']",0-5 years,Bengaluru,True,service,recommend,"Kaustubh has a good match for this role.  His 2 years of experience falls within the acceptable range (0-5 years) giving him 10 points in the experience category. The location is suitable as he is flexible. The company being a service company gives a slightly lower company score compared to a product company, but the remote friendly policy provides additional points.  The role is perfectly relevant as a Data Engineer position which scores 8 points.  However, his technology score is moderate. He has strong skills in SQL, Python, AWS (multiple services), Airflow, and Jenkins covering many requirements, but he is still learning DBT, a core requirement of the job, and lacks experience with Snowflake, mentioned in the job description. This limits his technology score. His extensive skillset in other areas might compensate, but the lack of DBT experience is a significant gap. The overall score falls into the 'good' range, suggesting a recommendation to apply but to highlight his transferable skills and express his eagerness to learn DBT.","['DBT', 'Snowflake']",medium,Data Engineer - DBT (Data Build Tool),Leading Client,,1753027940.362012,True,
73,35.0,10,18,10.0,good,"['Python', 'SQL', 'REST APIs', 'AWS S3', 'AWS Lambda', 'CI/CD Pipelines']","['Spark', 'Kafka', 'Airflow', 'DBT', 'Databricks']","['Python', 'Spark', 'API', 'REST', 'AWS', 'Kafka', 'Messaging', 'Continuous Integration', 'CI/CD', 'NumPy']",1-3 years,Bengaluru,True,enterprise,recommend,"Kaustubh has a good skillset matching the job description.  His 2 years of experience makes him a good fit for the 1-3 years requirement, though not a perfect match.  He has strong foundational skills in Python, SQL, AWS services (S3, Lambda), and CI/CD.  His experience with Airflow and Great Expectations is a plus. However, the job description emphasizes Spark and Kafka, which Kaustubh is still learning.  The company is IBM, a large enterprise, and the location is Bengaluru with remote possibilities which are in Kaustubh's favor. The overall score reflects a decent match, recommending application given Kaustubh's demonstrated ability to learn quickly and his existing strong skillset. ","['Spark proficiency', 'Kafka proficiency', 'Hadoop (if required by the role)']",medium,Backend Data Engineer,IBM,,1753027944.264032,True,
68,34.0,10,14,10.0,good,"['GCP Dataflow', 'Python', 'SQL', 'BigQuery']","['Data Modeling', 'Database Design', 'Hive', 'Data Processing']","['GCP Dataflow', 'BigQuery', 'Hive', 'Python', 'Data Processing', 'Data Modeling', 'Database Design']",3-8 years,Bengaluru,False,service,recommend,"Kaustubh has a solid foundation in data engineering, evidenced by his skills in Python, SQL, AWS services, and CI/CD. His experience with Airflow and Great Expectations is also valuable.  However, the job posting's requirement of 3-8 years of experience is a significant hurdle.  His experience is only 2 years and he only partially fulfills the skills required. He has good experience in AWS and several databases, but limited experience with GCP, except his mention of GCP in his resume.  The experience score is low due to the experience gap. The company is Accenture, a large service company, which is not as advantageous as a product company. The lack of explicit mention of remote work is a drawback.  His strong skills in Python and several database technologies, combined with the  'good' match level, makes application worthwhile. Focusing on GCP Dataflow and highlighting relevant projects during the application process could significantly improve his chances.","['GCP Dataflow (Requires focused learning)', 'Hive', 'Extensive GCP experience', 'Experience with Big Data at scale (implied by 3-8 years requirement)']",medium,Data Engineer,database designdata modelinggcpdesign principlesbigqueryhivepythondata processing,,1753027948.3972144,True,
72,34.0,20,15,3.0,good,"['Python', 'SQL', 'AWS S3', 'ETL Development', 'Data Validation', 'RDBMS']","['Apache Airflow', 'Spark', 'Databricks', 'AWS Lambda', 'CloudWatch']","['Databricks', 'cloud databases', 'PySpark', 'Spark SQL', 'AWS Glue', 'SQL Server', 'SQL', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs']",3-5 years,Bengaluru,True,startup,recommend,"Kaustubh has a good match with this role.  His 2 years of experience is within the acceptable range (though slightly below the stated 3-5 years).  His core skills cover many required technologies.  The experience score is lower because the job posting specifies 3-5 years of experience. The technology score is calculated as follows:

* **Big Data & Streaming:** Airflow (+15), no Hadoop or Kafka (-0).
* **Cloud Platforms:** AWS (S3, Lambda, etc.) (+12), GCP (+12). 
* **Databases:** PostgreSQL (+10), MySQL (+10), Oracle DB (+10).  The total score for databases is capped at 30 though, so even with additional database experience, he will only get this maximum.
* **ETL/ELT Tools:** Great Expectations (+12). 
* **Programming:** Python (+12), SQL (+12), Bash (+12).
* **DevOps:** Jenkins (+10), CI/CD (+10).  Kubernetes is a preferred skill, so no points awarded here.

The company score is moderate.  It is a startup which offers a plus. The location is perfect for him and it offers remote work options. The role is a standard Data Engineer role, which gives the role a low score because it does not provide high potential. Kaustubh's learning skills indicate that he's actively trying to enhance his abilities, making him a solid candidate.","['Hadoop', 'Kafka', 'DBT', 'Snowflake', 'Docker']",medium,Data Engineer,Wits Innovation Lab,,1753027953.4226387,True,
72,36.0,10,16,10.0,good,"['SQL', 'Python', 'AWS S3', 'Data Warehousing']","['Apache Airflow', 'AWS Redshift', 'ETL Development', 'Data Validation']","['Amazon Redshift', 'Google BigQuery', 'SQL', 'Java', 'PostgreSQL', 'AWS S3', 'AWS Lambda', 'Data Warehousing']",0-3 years,Bengaluru,True,product,recommend,"Kaustubh's 2 years of experience aligns reasonably well with the job posting's 0-3 years requirement, resulting in a good experience score.  However, the experience score is low due to the job description not specifically mentioning a mid-level requirement. His core skills cover many of the technologies used, earning a decent technology score.  He has experience with core database technologies (PostgreSQL, MySQL, Oracle), cloud platforms (AWS), programming languages (Python, SQL), and DevOps practices.  However, the job description mentions Redshift and BigQuery specifically, so he has a slight weakness there.  The company is located in Bengaluru, which aligns with Kaustubh's preference, and is a product company, further boosting the company score.  The role is clearly a Data Engineer role, providing a full 10 points. The total score places this opportunity in the 'good' match category.  While he possesses many relevant skills, focusing on strengthening his Redshift/BigQuery skills and highlighting Airflow experience would enhance his application.","['Amazon Redshift', 'Google BigQuery']",medium,Data Engineer,Kinara Capital,,1753027957.3194776,True,
73,35.0,10,20,8.0,good,"['Python', 'SQL', 'ETL Development', 'Data Validation', 'AWS S3', 'AWS EC2', 'RDBMS']","['Apache Airflow', 'Great Expectations', 'AWS Lambda', 'CI/CD Pipelines', 'Kubernetes']","['Hadoop', 'Cloud', 'Data processing', 'Ab Initio', 'Data quality', 'Apache', 'data security', 'Data modeling']",2-6 years,"Bengaluru, Pune",True,service,recommend,"Kaustubh has a good skill set and experience that aligns well with the job description.  His 2 years of experience at Eli Lilly & Company provides valuable real-world experience. The technology stack match is decent, with strong skills in Python, SQL, AWS services (S3, EC2, Lambda), and DevOps tools like Jenkins and Kubernetes.  However, the job description mentions Hadoop and Ab Initio which are less common these days and are potentially less crucial than his other skills.  The experience level is a good match as the job requires 2-6 years. The company offers a remote-friendly work environment which benefits Kaustubh.  The score is pulled down slightly by the fact that Accolite is a service company, hence the lower company score.  The role itself is perfectly relevant.  Focusing on strengthening skills in Apache Airflow and potentially exploring Hadoop briefly would further enhance his candidacy.","['Hadoop', 'Ab Initio', 'potentially Snowflake (depending on how crucial it is for the role)']",medium,Data Engineer,Accolite Software India Pvt Ltd,,1753027961.358092,True,
70,37.0,10,18,5.0,good,"['Python', 'SQL', 'ETL Development', 'Data Validation', 'AWS S3', 'AWS EC2', 'Data Lakes', 'RDBMS']","['Apache Airflow', 'Great Expectations', 'GCP', 'Kubernetes', 'CI/CD Pipelines', 'Spark', 'Kafka']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Spark', 'Data services', 'Billing', 'data governance', 'Data processing', 'Analytics']",2-5 years,Bengaluru,True,Product,recommend,"Kaustubh possesses a strong foundation in Data Engineering, evidenced by his skills and experience.  His 2 years of experience at Eli Lilly is valuable. The job description's experience requirement (2-5 years) is a good match, earning a score of 10.  His skills in Python, SQL, AWS services (S3, EC2, Lambda), and RDBMS are highly relevant.  The strong presence of GCP is also a plus. He's proficient in ETL development and data validation which are crucial. The inclusion of Airflow and Great Expectations also increases his value. The score in technologies is 37 (12 for Python, 12 for SQL, 12 for ETL tools, 10 for DevOps, 1 for GCP - other components less than 15 points each).  However, the lack of explicit mention of big data tools like Spark in the job description slightly reduces the score. The company is listed as a product company located in Bangalore with a possibility for remote work, earning a higher company score of 18. The role is a perfect match; however, the description is vague, resulting in a conservative score of 5. The overall score of 70 places this opportunity firmly in the 'good' category. While not a perfect match,  his skillset is relevant, and he can bridge the gaps with his learning skills. This makes applying a worthwhile endeavor.","['Hadoop (if required by the role)', 'Databricks (if required by the role)', 'Kafka (depending on role responsibilities)']",medium,Data Engineer,Clifyx Technology,,1753027966.5868492,True,
70,37.0,10,18,5.0,good,"['Python', 'SQL', 'ETL Development', 'AWS S3', 'AWS EC2', 'RDBMS']","['Apache Airflow', 'AWS Lambda', 'PostgreSQL', 'Great Expectations', 'CI/CD Pipelines', 'Bash', 'Kubernetes']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'DBT', 'Databricks', 'Spark', 'Kafka', 'Snowflake']",6-12 years,"Bengaluru, Pune, Mumbai, Noida, Chennai, Gurugram",True,enterprise,recommend,"Kaustubh has a strong foundation in many relevant technologies, particularly in the AWS ecosystem and data processing. His skills in Python, SQL, and ETL are highly valuable. However, the significant experience gap (6-12 years vs 2 years) is a major concern. While his location preference aligns well, Neal Analytics being a larger enterprise might offer less rapid career growth than a startup. The remote-friendly nature is a plus.  The score is driven down by the substantial experience gap (experience score of 10) and the lack of some preferred technologies in the job description.","['Experience (needs significant additional experience)', 'Hadoop', 'Spark (while learning it, not yet proficient)', 'Kafka (while learning it, not yet proficient)', 'Snowflake (while learning it, not yet proficient)', 'Databricks (while learning it, not yet proficient)', 'DBT (while learning it, not yet proficient)']",medium,Data Engineer,Neal Analytics,,1753027970.7800167,True,
72,34.0,10,20,8.0,good,"['Python', 'SQL', 'Cloud Computing', 'ETL Development', 'CI/CD Pipelines']","['Java', 'C++', 'Spark', 'Kafka', 'DBT', 'Databricks']","['Java', 'C++', 'Python', 'Cloud Computing', 'GIT', 'Linux', 'Shell Scripting', 'Machine Learning', 'Agile', 'JIRA', 'AWS', 'GCP', 'PostgreSQL', 'MySQL', 'RDBMS']",3-7 years,"Bengaluru, Pune, Mumbai, Chennai, Gurugram",True,enterprise,recommend,"Kaustubh has a good foundation in data engineering with 2 years of experience. His skills align well with the job description, especially in Python, SQL, AWS, and CI/CD.  However, the job posting specifies 3-7 years of experience, which is a significant gap.  His experience score is lower because of this. His strong skills in AWS, Python, and several databases offset this. The location flexibility and the fact that Fractal Analytics is a reputable company boosts the score.  The preferred skills list highlights areas where Kaustubh can improve and strengthen his profile.  Focusing on strengthening his skills in Spark, Kafka, and DBT will significantly improve his chances. Considering his solid foundation and the potential for growth at Fractal Analytics, applying is recommended.","['Spark', 'Kafka', 'DBT', 'Experience (3+ years)']",medium,Data Engineer,Fractal Analytics,,1753027739.1847873,True,
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Travitons Technologies,,1753027988.697561,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Indian Cyber Security Solutions,,1753027992.5923944,False,True
68,34.0,10,14,10.0,good,"['Python', 'Django', 'Flask']",['Machine Learning'],"['Python', 'Django', 'Flask', 'Machine Learning']",3-6 years,"Bengaluru, Hyderabad, Chennai",True,enterprise,consider,"Kaustubh possesses a strong foundation in Python, SQL, and various cloud technologies (AWS, GCP).  His experience with ETL tools like Airflow and Great Expectations is valuable. However, the job description focuses heavily on Python development with frameworks like Django and Flask, and machine learning – skills not directly in his Data Engineering wheelhouse at this early stage of his career.  The experience requirement is also higher than his current level, hence the lower experience score. The hybrid work option and the Bangalore location are favourable.  The role is not a perfect match for his target, and the focus on Python development rather than Data Engineering might lead to a less ideal learning and career progression path.","['Django', 'Flask', 'Machine Learning (significant experience needed)']",medium,Python Developer-PAN INDIA_RA,Infosys,,1753028002.4640985,True,
25,10.0,10,5,2.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer (Mid-Level),Soul Ai,,1753028002.875809,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Millennium Management,,1753028006.8668003,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,python developer,Techno Facts Solutions,,1753028010.8704212,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Cloudxtreme,,1753028014.8138993,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer -ENG - Infosys@ PAN India,Infosys,,1753028018.8110394,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Prolegion,,1753028022.9426026,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Rvr Innovations,,1753028026.8381906,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Developer - Python,Wipro,,1753028030.8295434,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer@Infosys,Infosys,,1753028034.8296084,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Aparajitha Corporate Services,,1753028038.8692055,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer-AB Pan India,Infosys,,1753028042.865839,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Infosys,,1753028046.8582652,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Uplers,,1753028050.9020073,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Global Information Systems Technology (GIST),,1753028054.8017218,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developers,7hills Technology Services,,1753028058.8867116,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,KNS Technologies,,1753028062.9288652,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer -AB-Pan India,Infosys,,1753028066.834206,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,python developer,Techno Facts Solutions,,1753028076.294923,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,IQVIA,,1753028080.2915494,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Xcel Hires Managment Solutions Pvt Ltd,,1753028084.2818754,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Bottle Lab Technologies,,1753028088.3248875,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Software Developer: Python & JavaScript,IBM,,1753028092.322914,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python GITLAB CI CD Jenkins developer,Harman International,,1753028096.3167703,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Techno Facts Solutions,,1753028100.3204665,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Foxconn,,1753028104.3552575,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Helios Placement Solution,,1753028108.4520469,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python ML developer,Infosys,,1753028112.3478239,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,MWB Technologies,,1753028116.284319,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Synergyworks,,1753028120.3795793,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,"Python Software Developer-AB-Bengaluru,Chennai,Chandigarh",Infosys,,1753028124.2840395,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Exotel,,1753028128.3144777,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,The It Mind Services,,1753028132.3077233,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,PYTHON DEVELOPER,Contingent Professionals,,1753028136.3034751,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Weboccult Technologies,,1753028140.3487825,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python developer,Riveredge Analytics,,1753028144.3430889,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,PYTHON DEVELOPER,Intelgic Technologies,,1753028148.3380604,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,TalentWell Solutions,,1753028152.3749335,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Digitalflake Solutions,,1753028163.451617,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Virtualware Innovations,,1753028167.485172,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Perfios Software Solutions,,1753028171.4820821,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developers,Aegis Softtech,,1753028175.474143,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer / Engineers,Blue Rose Technologies,,1753028179.4225974,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Diverse Lynx,,1753028183.4163241,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,S&P Global Market Intelligence,,1753028187.4493313,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Persistent,,1753028191.4559832,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Triad Square Infotec Pvt Ltd is looking for Python Developer to join our dynamic team a...,,1753028195.441344,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,IDrive Software India Pvt Ltd,,1753028199.4344928,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Diverse Lynx,,1753028203.5805316,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Hunter Tech Ventures Pvt Ltd is looking for Python Developer to join our dynamic team a...,,1753028207.4703188,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Ssms,,1753028211.4637637,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Aritha,,1753028215.511047,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python developer,Infosys,,1753028219.415995,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Uplers,,1753028223.4999473,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Serverless Architecture + Python Developer,Sportism,,1753028227.5041203,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Mirafra,,1753028231.4412057,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Pegasus Knowledge Solutions (PKSI),,1753028235.4374607,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python developer,Post productionProduction supportLinuxRisk controlFixed incomeTrade supportRisk managementMonitoring,,1753028239.4307594,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Guidewire Software,,1753028256.9421332,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Evnek,,1753028260.9359767,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer and ETL Testing,mspring infotech,,1753028265.0328,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Clifyx Technology,,1753028268.9667592,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Pradeepit Consulting Services,,1753028272.9592047,False,True
